"tt0091939","Nola Darling","1986-08-08","Una joven afroamericana de Brooklyn no acaba de decidirse entre sus tres pretendientes, pero se niega a renunciar a ellos. El primer film de Spike Lee (escrito, dirigido y editado por él), es una brillante comedia de tono semidocumental, filmado en blanco y negro y con algunas escenas en color. Su gran éxito de crítica (declarada mejor película en los Independent Spirit Awards) y público, su tono de comedia sin abandonar las ideas y compromisos, y la práctica ausencia de directores negros, hizo que el joven realizador americano se implantara fulminantemente en el panorama cinematográfico mundial. (FILMAFFINITY)","84 min","6.7","8,919","https://m.media-amazon.com/images/M/MV5BNGM3NzcwZjQtY2E5ZC00ODU0LTg1ODQtZDNlMGNiZTRlNWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","['Comedia', 'Romance']","R"
"tt5788462","Rocco","2016-11-30","Rocco Siffredi es para la pornografía lo que Mike Tyson es para el boxeo o Mick Jagger es para el rock'n'roll: una leyenda viviente. Su madre quería que fuera un sacerdote; con su bendición se convirtió en un actor incondicional, dedicando su vida a un solo Dios: el Deseo. Rocco Siffredi revela todo, incluso si a veces signifique romper su propio mito: su verdadera historia, principios, carrera, esposa e hijos ... y la revelación definitiva que cambiará su vida para siempre.","105 min","5.8","2,934","https://m.media-amazon.com/images/M/MV5BYzJkN2Q2OTAtNTkxMC00NDIyLWFmMmEtN2QxZTZiNWEzNDU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTE1NjkxODU@._V1_SX300.jpg","['Documental']","TV-MA"
"tt6079360","Todo sobre el asado","2016-09-25","Cuando en la vitriólica El ciudadano ilustre nos demostraban que las idílicas villas rurales tradicionales de la Argentina más arquetípica y folclórica no tenían nada que envidiar a los pantanos de Deliverance o La presa (la de Walter Hill, no hacía falta la puntualización), ya nos estaban avanzando en la implacable y puñetera lógica de este ¿documental? Titulado Todo sobre el asado. Aderezado con básicamente bilis concentrada, el recorrido que la dupla de directores/guionistas hace por ese ítem intocable de la cultura argentina, amén de demoledor y tremendamente divertido (a veces funciona como una invitación, muy borde, a que Steve Coogan y su amiguete de turísticos menús de degustación cabrones se den un trip por la patria de Diego Armando Maradona), es una especie de puntilla cinéfila a esos otros acervos nacionales que se defienden con ese orgullo cenutrio pero en el fondo orgullo.","85 min","6.6","359","https://m.media-amazon.com/images/M/MV5BNjhlNmQwOTQtZmZhYy00MjU2LWEwMDMtZWQ4ODAzMGJmNzA2XkEyXkFqcGdeQXVyNzMwODc0OTQ@._V1_SX300.jpg","['Documental']","N/A"
"tt4958390","Who the Fuck is That Guy?: The Fabulous Journey of Michael Alago","2017-07-21","","85 min","6.1","398","https://m.media-amazon.com/images/M/MV5BYTUyNTU0MTctMjk0YS00NjVjLWEzYWQtYTBlODViY2JiM2IwXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg","['Documental', 'Música']","N/A"
"tt5351044","Offline - La vida no es un videojuego","2016-01-19","Jan tiene 17 años y es experto en juegos online, donde destaca encarnando al guerrero Fenris en la Batalla de Ulgard. Cuando se prepara para acudir a un importante torneo del sector, será hackeado y expulsado sin saber cómo. Empezará así su búsqueda del jugador Loki, descubriendo que la vida real puede ser más excitante que un videojuego.","91 min","5.0","548","https://m.media-amazon.com/images/M/MV5BNWY3ZDY0ZmQtNzE0NC00MjA0LWIxNzMtZjM0NzIzNjMwYmFiL2ltYWdlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg","['Acción', 'Aventura', 'Comedia']","N/A"
"tt2937366","Pequeño demonio","2017-08-08","Gary, que acaba de casarse con Samantha, la mujer de sus sueños, descubre que su hijastro de 6 años podría ser el Anticristo.","94 min","5.7","17,636","https://m.media-amazon.com/images/M/MV5BMjQ0NTM2NzQ0Ml5BMl5BanBnXkFtZTgwMjc4MTAzMzI@._V1_SX300.jpg","['Comedia', 'Terror']","TV-MA"
"tt5614612","Nieve negra","2017-01-19","Acusado de haber matado a su hermano durante la adolescencia, Salvador (Ricardo Darín) vive aislado en el medio de la Patagonia. Tras varias décadas sin verse, su hermano Marcos (Leo Sbaraglia) y su cuñada Laura, llegan para convencerlo de vender las tierras que comparten por herencia. El cruce, en medio de un paraje solitario e inaccesible, reaviva el duelo dormido donde los roles de víctima y asesino se trastocan una y otra vez.","90 min","6.2","4,719","https://m.media-amazon.com/images/M/MV5BNzc4YzZiNjAtMzRhYS00MzI3LTk1ZTYtZWVmODYzYjZmZDk3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc5MTM5MTI@._V1_SX300.jpg","['Misterio', 'Drama', 'Crimen', 'Suspense']","N/A"
"tt6081408","Resurface","2017-04-23","El surf se ha convertido en una forma de cura medicinal para militares veteranos que sufren de traumas físicos y mentales. Este documental sigue a militares que han encontrado en el mar y las olas del océano un sitio donde hallar paz interior.","26 min","7.0","330","https://m.media-amazon.com/images/M/MV5BYjU4Y2NjNmEtOTQ5Mi00YzdmLTk2N2MtZTM2YWJlNzE5ZDhhXkEyXkFqcGdeQXVyMjQyMjM4MjI@._V1_SX300.jpg","['Documental']","N/A"
"tt3246600","Incorruptible","2015-06-14","","94 min","5.6","39","https://m.media-amazon.com/images/M/MV5BMTA4MjkyMjAxMTBeQTJeQWpwZ15BbWU4MDY1OTczMzcx._V1_SX300.jpg","[]","N/A"
"tt5563330","Whitney: Can I Be Me","2017-04-24","","105 min","6.7","4,006","https://m.media-amazon.com/images/M/MV5BODkxNTU3NDkyNF5BMl5BanBnXkFtZTgwNjk2NTUzMjI@._V1_SX300.jpg","['Documental', 'Música']","Not Rated"
"tt2989524","Carrie Pilby","2017-03-31","Una persona de alta inteligencia lucha por dar sentido al mundo en lo que se refiere a la moralidad, las relaciones, el sexo y salir de su apartamento","98 min","6.6","6,045","https://m.media-amazon.com/images/M/MV5BMjMxMTQ2ODgwMF5BMl5BanBnXkFtZTgwNjQyODY2MTI@._V1_SX300.jpg","['Comedia']","Not Rated"
"tt6522634","El otro hermano","2017-03-20","Cetarti, un empleado público que acaba de ser despedido, viaja desde Buenos Aires a Lapachito, un solitario pueblo en la provincia del Chaco. Debe hacerse cargo de los cadáveres de su madre y su hermano que han sido brutalmente asesinados, y con quienes no lo une ningún lazo afectivo. Lo único que moviliza a Cetarti a emprender el viaje es la posibilidad de cobrar un modesto seguro de vida para poder radicarse en Brasil. Allí conoce a Duarte, una suerte de capo del pueblo y amigo del asesino de su madre, con quien establece una extraña sociedad para gestionar y cobrar ese dinero.","112 min","6.5","1,263","https://m.media-amazon.com/images/M/MV5BZDE4OTVkYTMtMDllMi00MjUxLTkyNjQtZjMzZTljMDA3ZDIzXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg","['Suspense', 'Drama', 'Crimen']","N/A"
"tt6119504","#RealityHigh","2017-07-17","Si la ex de tu novio quiere ser tu mejor amiga, más vale tener cuidado. ¡Sobre todo si tiene 9 millones de seguidores!","99 min","5.2","4,957","https://m.media-amazon.com/images/M/MV5BNDU3Mzk0ODAtMzI0Ni00YTUzLWIyNDctMDE3OTE3OTk4OWE2XkEyXkFqcGdeQXVyNTM0MDc1ODE@._V1_SX300.jpg","['Comedia']","TV-14"
"tt3044562","Shot! The Psycho-Spiritual Mantra of Rock","2016-04-22","","98 min","6.8","483","https://m.media-amazon.com/images/M/MV5BNDkzNzM5MzY0MV5BMl5BanBnXkFtZTgwMzMzNDI3MTI@._V1_SX300.jpg","['Documental']","Not Rated"
"tt0253867","La cosa más dulce","2002-04-12","La atractiva Christina Walters (Cameron Diaz), inesperadamente y tras años evitando relaciones serias con los hombres, una noche de fiesta conoce al que parece ser su media naranja, Pete (Thomas Jane). Pero cuando a la mañana siguiente Christina se entera de que Pete ha dejado la ciudad, Christina y su mejor amiga, Courtney (Christina Applegate), salen en su búsqueda y se encuentran con una serie de contratiempos durante su viaje.","84 min","5.2","53,592","https://m.media-amazon.com/images/M/MV5BNDIyZTkwOGEtYTFlNC00MTU4LWIyNGItYjBlYmFhNDRmYzcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","['Romance', 'Comedia']","R"
"tt3991302","Rumble","2016-10-16","“Rumble” gira en torno a un envejecimiento y herido ex MMA campeón (Gary Daniels) que se ve obligado en un circuito de lucha subterráneo mortal mexicano para salvar a la novia que es secuestrada por un misterioso cartel líder y genio criminal.","N/A","3.7","221","https://m.media-amazon.com/images/M/MV5BODg4ZWQ1YTYtZmMxMy00NGI3LTg3OTAtZjI1YjQxOTAzMmZjXkEyXkFqcGdeQXVyMzYyNDc5NTI@._V1_SX300.jpg","['Acción']","N/A"
"tt4882376","Se lo llevaron: Recuerdos de una niña de Camboya","2017-02-18","Adaptación de las memorias de Loung Ung, activista por los Derechos Humanos nacida en Camboya, de donde huyó en 1975, tras la Guerra Civil que llevó al poder a los Jemeres rojos comunistas. La historia se relata a través de los propios ojos de Ung durante el mortal régimen de Pol Pot, desde que tenía 5 años cuando los Jemeres Rojos tomaron el poder, hasta los 9 años. Durante todo ese tiempo su familia luchó por mantenerse unida.","136 min","7.2","13,062","https://m.media-amazon.com/images/M/MV5BMTgzOTQ1NDUwOF5BMl5BanBnXkFtZTgwNjAwNTkwMzI@._V1_SX300.jpg","['Drama', 'Historia', 'Bélica']","TV-MA"
"tt5873150","Strong Island","2017-01-23","Analizando la muerte violenta del hermano del director y el sistema judicial que le permitió irse libre, este documental cuestiona el miedo homicida y la percepción racial.","107 min","6.4","3,198","https://m.media-amazon.com/images/M/MV5BYTlmNjU3NTktNDRjZi00MDVmLThmMTAtMzJmNDM0MTdhMzZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","['Documental']","TV-MA"
"tt2856930","Gagarin: First in Space","2013-06-05","La película está dedicada a los primeros pasos de la humanidad en el camino de la exploración espacial y directamente el destino del primer cosmonauta Yuri Gagarin. El motivo principal: la lucha por el derecho a ser el primero: la competencia en el primer cosmonauta, la competencia en tecnología de misiles, la confrontación de las superpotencias, la URSS y los EE. UU. En el primer grupo de astronautas fueron seleccionados entre tres mil pilotos de combate en todo el país. Dentro de los veinte legendarios se buscó lo mejor de lo mejor. Cuál de ellos volará primero, nadie lo sabía. De esta manera, tuvo que lidiar no solo con la atracción de la tierra ...","108 min","6.6","2,634","https://m.media-amazon.com/images/M/MV5BOTc2NDM4NzAyN15BMl5BanBnXkFtZTgwMDUzNTY1MDE@._V1_SX300.jpg","['Drama', 'Historia']","N/A"
"tt4699534","Tenemos que hablar","2016-02-26","Nuria tiene la vida perfecta. Triunfa en su trabajo, tiene un compañero al que adora y una casa maravillosa. Sin embargo, hay un aspecto que falla: no está divorciada de su anterior pareja, Jorge.  Éste, por su parte, pasa una época en la que todo falla: está en el paro, su casa se cae a trozos y no consigue novia. Mientras Nuria ha conseguido rehacer su vida sin el, Jorge sigue soportando el peso de la culpabilidad por haber hecho que los padres de ella se arruinaran a causa de la crisis y unas inversiones fallidas, sumadas a las acciones preferentes de la entidad bancaria en la que trabajaba.  Nuria, que siente lástima de Jorge, no quiere hundirle con su petición por lo que finge que no está bien y que tampoco ha superado su historia y, al mismo tiempo, le hace creer que sus padres están mejor que nunca. De esta manera pretende que él se fortalezca y acepte el divorcio.","91 min","5.8","1,705","https://m.media-amazon.com/images/M/MV5BNTc0NjEzMzctMTcxZC00MjcwLTg2OGItYmU3YmIxOGU4MzFjXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_SX300.jpg","['Comedia']","N/A"
"tt7291268","Gaga: Five Foot Two","2017-09-08","Sigue a la gran provocadora del pop durante el lanzamiento de su nuevo álbum, los ensayos de su actuación en la Super Bowl, y sus batallas físicas y emocionales.","100 min","7.0","10,765","https://m.media-amazon.com/images/M/MV5BMTUzNzAxNTM0MV5BMl5BanBnXkFtZTgwODE1NzMzMzI@._V1_SX300.jpg","['Documental', 'Música']","TV-MA"
"tt7427130","Def Comedy Jam 25","2017-09-26","En este evento especial, un grupo de gigantes del humor se reúnen para celebrar los 25 años del revolucionario ""Def Comedy Jam"" de Russell Simmons.","80 min","6.6","840","https://m.media-amazon.com/images/M/MV5BZWY0MzJjNmItNDc3OS00NzAwLTllM2QtYTQwODM1MTUzY2NmXkEyXkFqcGdeQXVyNTgxMjU0NTk@._V1_SX300.jpg","['Comedia']","TV-MA"
"tt7310906","Jerry Before Seinfeld","2017-09-19","","62 min","7.0","4,726","https://m.media-amazon.com/images/M/MV5BOTc2N2I0Y2UtOTgyYy00MTU3LTk1YzItZGIwMDcxY2JkMGQzXkEyXkFqcGdeQXVyMjQzNzk2ODk@._V1_SX300.jpg","['Comedia', 'Documental']","TV-14"
"tt6330514","Out of Thin Air","2017-06-11","","85 min","6.3","1,516","https://m.media-amazon.com/images/M/MV5BNzk4NDUxNzktY2QzMC00MmFmLWFjMGUtNTMxMjdiMGM0MzE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg","['Documental', 'Crimen']","N/A"
"tt5034266","Nosotros en la noche","2017-09-01","En Colorado, la viuda Addie Moore (Jane Fonda) le hace una visita sorpresa a su vecino Louis Waters (Robert Redford). Su esposo falleció hace años, al igual que su mujer y, a pesar de vivir en un pequeño pueblo y ser vecinos desde hace décadas, mantenían poco contacto. Sus hijos viven lejos y se ven obligados a vivir solos, pero ella quiere entablar una relación y aprovechar al máximo el tiempo que les queda.","103 min","6.9","9,786","https://m.media-amazon.com/images/M/MV5BMzU4ODQ5MDc5OV5BMl5BanBnXkFtZTgwMjk4MDM1MzI@._V1_SX300.jpg","['Romance', 'Drama']","TV-14"
"tt3748172","El juego de Gerald","2017-09-19","Jessie (Carla Gugino) y Gerald (Bruce Greenwood) son un matrimonio maduro que viaja a una remota cabaña con la esperanza de revitalizar su deteriorada relación en un sitio apartado y tranquilo. Allí Gerald propone a su mujer un juego sexual: esposarla a la cama para incrementar las sensaciones. Pero cuando éste muere de un infarto, Jessie tendrá que luchar por su supervivencia.","103 min","6.6","79,008","https://m.media-amazon.com/images/M/MV5BMzg0NGE0N2MtYTg1My00NTBkLWI5NjEtZTgyMDA0MTU4MmIyXkEyXkFqcGdeQXVyMTU2NTcyMg@@._V1_SX300.jpg","['Drama', 'Terror', 'Suspense']","TV-MA"
"tt4334266","The Bad Batch","2017-06-23","Nos situamos en una sociedad post apocalíptica, en el desierto de Texas. Allí vive una comunidad caníbal con la que se encuentra Arlen, una desterrada solitaria que durante sus días en el desierto se hace amiga de una niña y su mascota. El líder de la comunidad se interesa por esta extraña pareja cambiando la vida de Arlen para siempre. El amor, la toma de decisiones y la búsqueda de la verdad serán algunas de las tantas cosas que tendrá que afrontar la protagonista.","118 min","5.3","23,840","https://m.media-amazon.com/images/M/MV5BOTA3NTI2MzMwMF5BMl5BanBnXkFtZTgwNzY0OTcyMjI@._V1_SX300.jpg","['Drama', 'Terror', 'Suspense']","R"
"tt2120120","Pixels","2015-07-16","Pixels cuenta como unos extraterrestres malinterpretan las imágenes de las máquinas recreativas como una declaración de guerra y deciden atacar la tierra, empleando dichos juegos como modelos para el asalto. El presidente de EEUU, Will Cooper (Kevin James), recurre entonces a su gran amigo de la infancia y campeón de las maquinitas de los años 80, Sam Brenner (Adam Sandler), quien actualmente trabaja como instalador de sistemas de home cinema, para encabezar un equipo de expertos jugadores de su época (Dinklage y Gad) cuya misión será derrotar a los extraterrestres y salvar al planeta. Monaghan interpreta al experto en armas del equipo.","105 min","5.5","126,253","https://m.media-amazon.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg","['Acción', 'Comedia', 'Ciencia ficción']","PG-13"
"tt7344360","Long Shot","2017-09-03","Cuando detienen a Juan Catalan por un asesinato que él insiste que no ha cometido, su única salvación es demostrar que era una de las 56 mil personas que esa noche estaba en el estadio de los Dodgers. Ahí es cuando entra Larry David...","40 min","7.4","4,488","https://m.media-amazon.com/images/M/MV5BMDQ2YjZkZjgtYThkYy00ODIxLTkzOGQtN2QxNTVmYWVhYjY2XkEyXkFqcGdeQXVyMjYyMDQwMDQ@._V1_SX300.jpg","['Documental']","TV-14"
"tt4685750","Much Loved","2015-06-26","","104 min","6.2","2,079","https://m.media-amazon.com/images/M/MV5BOTRmNGNlNDktMDU0NC00MGE2LWI4YWEtMDgyNjhhOTM1NmIyXkEyXkFqcGdeQXVyMTc0MTEzMzM@._V1_SX300.jpg","['Drama']","N/A"
"tt2903370","Los herederos","2015-10-27","Entre el ocio y la efervescencia adolescente, un grupo de amigos consume las vacaciones en fiestas, sexo, alcohol y cualquier aventura que les brinde un poco de adrenalina. Mientras recurren a la violencia para entretenerse y saciar sus delirios de autoridad, sus aventuras ponen en evidencia las fisuras y el desmoronamiento del perfecto mundo en el que viven.","N/A","6.2","53","https://m.media-amazon.com/images/M/MV5BNWM1ZjIzNDYtMjk5OC00MWE2LWIzMTAtOWQ0MWZjMWRjNTcyXkEyXkFqcGdeQXVyNTUyMDY3NjY@._V1_SX300.jpg","['Drama']","N/A"
"tt2608324","Manhattan Romance","2015-10-02","","94 min","5.6","1,198","https://m.media-amazon.com/images/M/MV5BMjMzODk2MDc0MF5BMl5BanBnXkFtZTgwMTc3NjU4NjE@._V1_SX300.jpg","['Romance', 'Comedia', 'Drama']","TV-14"
"tt6111628","Patrulla Fantasma","2016-10-23","Dos jóvenes y su perro empiezan a investigar una vieja casona y pronto se dan cuenta de que es su primer caso de una verdadera casa encantada.","47 min","4.8","168","https://m.media-amazon.com/images/M/MV5BMjVkYWUwYWUtM2MwNS00OGVlLWJmMjUtYzU0NGI3ZDMzZTI4XkEyXkFqcGdeQXVyNDM2MjM2NDU@._V1_SX300.jpg","['Animación', 'Familia']","N/A"
"tt5356680","Nacido en Siria","2016-11-06","Desde que comenzara la guerra civil en Siria unos cuatro millones de sirios han tenido que abandonar el país huyendo de la violencia. Más de la mitad de ellos son niños. “2016. Nacido en Siria” narra el periplo de esos refugiados desde el punto de vista de los niños que viven este calvario: los abusos de las mafias, las inclemencias del mar, la incertidumbre sobre un futuro al que la gran mayoría se enfrenta apenas con lo puesto, y descubriremos que llegar a su destino es sólo el comienzo de una nueva odisea: la de la integración en una tierra nueva y, en muchos casos, hostil. El mayor éxodo de refugiados desde la Segunda Guerra Mundial visto a un metro y medio de altura a través de siete historias de guerra, sufrimiento y desesperación… pero también de superación, inocencia, valor y esperanza, que nos permitirán entender qué significa haber nacido en Siria.","86 min","7.4","131","https://m.media-amazon.com/images/M/MV5BZjhiMzJhYTEtNmFiYy00NjYyLThmMWItYmI5Y2Y1OWRkYmY2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","['Documental']","N/A"
"tt4205416","Nacido en Gaza","2014-12-12","Rodada durante la ofensiva israelí que asoló la franja de Gaza en julio y agosto de 2014, NACIDO EN GAZA sigue el día a día de diez niños palestinos bajo las bombas.  Un retrato íntimo, profundo, sobre cómo la violencia transforma para siempre sus vidas. Un trabajo del premiado director Hernán Zin que sorprende también por una cinematografía muy poco habitual en zonas de guerra. El uso de grabaciones en slow motion, timelapse y cámaras en aviones no tripulados brinda una perspectiva tan bella como brutal de lo que ha sido esta guerra.  Para finalizar, a los tres meses del final del conflicto, Hernán Zin vuelve a Gaza para contarnos qué ha sido de la vida de estos diez niños.","N/A","7.9","37","https://m.media-amazon.com/images/M/MV5BMTQ1NjI3MjQ5M15BMl5BanBnXkFtZTgwNjk0NjM4MzE@._V1_SX300.jpg","['Documental']","N/A"
"tt5900870","Morir para contar","2019-05-17","Grandes reporteros de guerra cuentan sus peores recuerdos y la manera en que se enfrentan a ellos. Al mismo tiempo, conocemos de cerca el trabajo de quienes brindan ayuda a los periodistas que padecen estrés postraumático. Cada protagonista de “Morir para contar"" hablará de un conflicto en particular, por lo que será también un viaje a la guerra desde Vietnam hasta nuestros días, así como un homenaje a los compañeros.","87 min","6.7","215","https://m.media-amazon.com/images/M/MV5BZDg3YmNjNDktNDIxOS00NDI2LWFhNDAtY2IxNGI1ZmNhYWE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","['Documental']","N/A"
"tt8743064","Nos vemos ayer","2019-05-03","Un trágico tiroteo de la policía hace que dos genios adolescentes, obsesionados con dominar el tiempo, se embarquen en una serie de arriesgados viajes al pasado.","84 min","5.1","7,787","https://m.media-amazon.com/images/M/MV5BYzU3ODc1NzAtZWIwYy00YTdjLWEwZDItY2Y1ZGIyMmY0Yzc4XkEyXkFqcGdeQXVyMjIxNjgxNTA@._V1_SX300.jpg","['Ciencia ficción', 'Drama', 'Aventura', 'Crimen', 'Acción']","TV-MA"
"tt7594584","Maria","2019-03-07","Una exasesina intenta dejar atrás su pasado, pero una pandilla hambrienta de poder pone la mira en ella y su familia y no tiene otra opción que hacer lo que sabe.","90 min","5.0","1,446","https://m.media-amazon.com/images/M/MV5BOGIyN2NjYWUtYjExMC00MmFlLWFkYWMtMmNjZGFlMjMxZmFhXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","['Acción', 'Crimen']","TV-MA"
